Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36515770,Radical Markets: Uprooting Capitalism and Democracy for a Just Society,Eric A. Posner,"Posner, Eric A.",E. Glen Weyl,"=""0691177503""","=""9780691177502""",1,3.98,Princeton University Press,Hardcover,368,2018,2018,,2018/11/11,not-going-to-finish,not-going-to-finish (#4),read,"I got through the first 2 hours of the audiobook and decided to stop there. <br/><br/>They make fair statements, but the topics are discussed from too high of a level. Even though there are concrete examples occasionally being referred to, the concepts the book addresses are very grandiose. I was looking for something with more ""substance"".",,,1,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",3,4.42,Penguin Press,Hardcover,790,2017,2017,2019/08/24,2017/08/05,not-going-to-finish,not-going-to-finish (#3),read,"An extremely dense,  well organized book, full of interesting facts, but is not targeted at the average reader in my opinion.<br/><br/>I have decide to stop reading this book about 20% in. It  reminds me of “Thinking Fast and Slow”, which is another book I never finished. While the content is useful and interesting, it is very dense difficult for me to absorb and retain information from. The only way I managed to remember what I read was by reviewing my notes afterwards. It is worth mentioning that the first time I tried reading Sapiens I also could not finish it, but I absolutely loved it the second time.<br/><br/>Some parts about the frontal cortex were very scientific, rigorous, and provided a lot of new information I wasn’t aware of int he past. However, there were a few very qualitative conversations that dragged on and provided no benefit whatsoever. For example, the whole discussions about testosterone, and how it could make someone more aggressive, or not, and how it could be abused by athletes, or not, just felt very boring and repetitive…<br/><br/><br/>=== Notes ===<br/>- Ovulation cycles become in sync for mice who live in the same cage as well as college roommates<br/><br/>“The opposite of love is ignorance, not hate”<br/>- People who love/hate someone else treat them in very similar ways<br/><br/>PNS: Parasympathetic Nervous System<br/>- Responsible for basic needs like digesting, resting, etc..<br/><br/>SNS: Sympathetic Nervous System<br/>- Responsible for the 4 Fs: Fight, Flight, Feed, Fornicate (i.e. Fuck)<br/><br/>Three layers in the brain:<br/>- Hypothalamus is between layers 1 and 2<br/>- Front cortex is between layers 2 and 3<br/><br/>Brain is split into two halves:<br/>- Left system: Analytical<br/>- Right system: Intuitive and creative<br/><br/>Amygdala<br/>- Responsible for fear, aggression, anxiety, anger, violence, etc…<br/>- It was later found that Whitman (University of Texas shooter) had a tumor pushing against his amighdala<br/>- Amygdala kicks in before the prefrontal cortex in identifying people we see (i.e. racial biases)<br/><br/>Prefrontal cortex<br/>- Crotex (I.e. Front context) comes from the latin term “Tree Bark”<br/>- Resting metabolic rate in PFC can vary 30 fold between individuals <br/>- DL-PFC- over-agressive and over-sexual<br/>- VL_PFC - doesn’t shift behavior based on negative feedback<br/>- Front cortex makes you do the right thing even when it’s the more difficult thing to do. <br/>- Runaway trolly problem:<br/>    - Option 1: Divert trolly to kill one person but save five lives<br/>    - Option 2: Push 1 person in front of a moving trolly to save fixes lives<br/>    - DL-PFC responsible for solving this problem<br/><br/>Dopamine<br/>- Can be generated by just thinking about things like sex, food cars, etc…<br/>- Side note: Made me think about how I personally, am not driven by sex, food, cars, etc…<br/>- Losing the lottery -> bad luck  -> no effects on dopamine<br/>- Losing a bidding war -> personal loss -> acts as a dopamine inhibitor<br/><br/>Human habitation<br/>- Humans have a very strong degree of habitation<br/>- “What was an unexpected pleasure yesterday is what we feel entitled to today, and won’t be enough tomorrow”<br/><br/>Sweat:<br/>- Humans can tell the difference in smell between sweat that is the result of fear/stress and pheromones <br/>",,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",4,4.11,Harper,Mass Market Paperback,417,2003,1967,,2015/07/05,,,read,,,,1,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",5,4.47,Scribner,Hardcover,400,2016,2016,2020/09/22,2020/07/15,,,read,"Having finished “Educated” recently I was really craving another memoir. I’m extremely glad that this is the one I picked up. I never cared or thought too much of the Nike brand, but my appreciation for it has ten folded. This book covers an unexpected founding story, gives a glimpse into what it was like to do a startup before Venture Capital was commonplace, and documents several fascinating interpersonal and work relationships.<br/><br/><br/>~~ Favorite quotes/lessons from the book ~~<br/>1. Concentrate on doing only one small task at a time. It clears the mind and is more conducive to good work.<br/>2. Don’t tell people how to do things. Tell people what to do and let them surprise you.<br/><br/><br/> ~~ Phil Knight  ~~<br/>I didn’t know anything about Phil Knight prior to the book, but my takeaway is that he does things cautiously, but is still willing to take on risk and doesn’t overthink things too much.<br/><br/>As a 24 year old, he picked up his things, travelled the whole world, and pursued a crazy idea he got while doing his MBA at Stanford. When meeting with his Japanese business partners for the first time, he had the guts to say he owned a company called “Blue Ribbon” before anything ever existed.<br/><br/>He always prioritized and understood the importance of personal life even as he was growing his business. Finding a partner, and later balancing kids & work, was a struggle, but he managed to find a balance.<br/><br/>Though he hated selling, he still managed to be really good at it. When he wasn’t, he hired the right people to help him!  Everything about how he tackled and handled life challenges is extremely motivating and lines up perfectly for a great startup story.<br/><br/><br/> ~~ Blue Ribbon  ~~<br/>It’s impressive to think how big and well known Nike is these days given how long it took Blue Ribbon to gain traction in its early days. Founded  in 1964, it wasn’t until 1971 that they officially re-incorporated as Nike, and introduced the brand to the world at a Chicago retail sports conference in 1972.<br/><br/>It’s not very difficult for startups today to find funding and get off the ground. In fact, companies like SoftBank often say “We know you only asked for $10MM, but what can you do with $1B?”.  For Nike, while sales were good and doubling every year, they couldn’t take on any inventory risk because they were barely staying afloat paycheck to paycheck. Even though Silicon Valley started taking off in the 70s with the founding of Apple, no one was interested in Sports Apparel.<br/><br/><br/> ~~ Product Obsession  ~~<br/>One of the most important takeaways I got from the founding of Blue Ribbon is how important product obsession is with the founding team. Consider the following:<br/>- Phil Knight: Obsessed with following his ideas, taking action, and building a great company.<br/>- Bill Bowerman: Cofounder, Phil’s track coach and a “Shoe dog”. He was obsessed with experimenting different types of materials for new shoes, optimizing a person’s habits/diet, and anything else that will improve a runner’s results.<br/>- Jeff Johnson: Nike’s first employee who was obsessed with building a brand, creating popup stores, expanding, making sales and doing anything that’ll help the company thrive.<br/><br/>The first 10 employees at Nike/BlueRibbon were all obsessed with making shoes, expanding the brand, or building a great company. This is extremely important to the founding of a company.<br/><br/><br/> ~~ Cool facts about Nike  ~~<br/>- The logo was originally bought for only $35! Phil Knight made sure that designer was appropriately compensated at a later point in time though.<br/>- The name Nike (meaning Greek goddess of victory) came as an idea to an early employee in a dream. Phil made a last minute decision to go with Nike instead of Dimension6. I wonder if the company would’ve succeeded with the different name?<br/><br/><br/> ~~ Nike Today ~~<br/>I’ve never done in depth research of Nike but have overheard how they’re a sweatshop that takes advantage of workers in third world countries. What I didn’t know is that Nike did attempt to raise the minimum wage at different points in time, but this action was blocked by the foreign government. Specifically, they said that if a shoemaker ends up making more money than a doctor, it will lead to a loss in balance of power and wealth. Everyone would opt to being a shoemaker and no one would train to be a doctor…<br/><br/> ~~ Appreciation for Sports ~~<br/>I’m not a sports enthusiast myself, but there were two points in the book raised by Phil that made me gain some appreciation for it:<br/>1. When sports are at their best, the energy and spirit of the athlete merges with the audience. Like books, they give an option to live vicariously through other means.<br/>2. Since running laps has no finish line, one must find the willpower from within.<br/><br/><br/> ~~ Japan ~~<br/>Japanese customs and stories never seize to amaze me. I’ve read several books and watched various documentaries or movies based Japan and it’s fascinating how different their culture is from the rest of the first world.<br/><br/>Businessman are very patient and respectful, but can get very cut-through unexpectedly. The takeover and negotiations with Tiger kept me at the edge of my seat.<br/><br/>In one of the meetings Phil had with Tiger executives, everyone left the meeting abruptly without saying anything. Though the outcome was positive, I’d be dumfounded on how to interpret the situation.<br/><br/><br/> ~~ Random facts ~~<br/>- Khaki pants used to be called “Suntans” in the 60s.<br/>- Phil mentioned how his Stanford education in the 1950s only cost 100s of dollars. Even with inflation, this is ridiculous…<br/>",,,1,0
162120,Extraordinary Popular Delusions and the Madness of Crowds,Charles Mackay,"Mackay, Charles",,"=""1897597320""","=""9781897597323""",0,3.83,Harriman House,Hardcover,114,2003,1841,,2020/10/01,to-read,to-read (#51),to-read,,,,0,0
4438031,Europe and Western Civilization in the Modern Age,Thomas Childers,"Childers, Thomas",,"=""0345664183""","=""9780345664181""",3,4.31,Teaching Company,Audio Cassette,,1998,1998,2020/09/26,2020/05/14,not-going-to-finish,not-going-to-finish (#2),read,"Not going to finish this one. A lot of good information, and something I'd like to be knowledgeable on in theory, but it is very dense and didn't quite draw me in.",,,1,0
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,"Brosh, Allie",,"=""1451666179""","=""9781451666175""",0,4.16,Touchstone Books,Paperback,371,2013,2013,,2020/09/26,to-read,to-read (#50),to-read,,,,0,0
49099937,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,"Hastings, Reed",Erin Meyer,"=""0593152387""","=""9780593152386""",0,4.29,Random House Large Print,Paperback,464,2020,2020,,2020/09/15,to-read,to-read (#49),to-read,,,,0,0
3972,"Olympos (Ilium, #2)",Dan Simmons,"Simmons, Dan",,"=""0380817934""","=""9780380817931""",0,3.95,Harper Voyager,Mass Market Paperback,891,2006,2005,,2020/09/10,to-read,to-read (#48),to-read,,,,0,0
28259132,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,Antonio García Martínez,"Martínez, Antonio García",,"=""0062458191""","=""9780062458193""",0,3.71,Harper,Hardcover,528,2016,2016,,2020/08/30,to-read,to-read (#47),to-read,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",4,4.47,Random House,Hardcover,352,2018,2018,2020/08/10,2020/07/17,,,read,"I first heard of this book when Bill Gates reviewed it a few years back. It has been recommended to me by several people but I’ve been hesitant to pick it up since I thought I wouldn’t enjoy it. I didn’t find the first half of the book either relatable or intriguing, but it set the necessary backstory for the second half to be so much more impactful. <br/><br/>I’m not sure how to review or reflect on a memoir, but am extremely impressed and motivated by Tara’s story. I really hope this shows that everyone can preserver regardless of the environment they grew up in. <br/><br/>At various points throughout the book, I had to remind myself that the events were taking place in Idaho and not some third world country. The patriarchal, religious, abusive family seems like such an outdated concept that I forgot it still happens in first world countries. Instances where this happened include:<br/>- Brothers abusing their sisters.<br/>- Husband forcing his wife to become a “mid-wife”.<br/>- Preferring traditional medicine rather than modern medicine when both are available.<br/>- Being anti-government and anti-hospital.<br/>- “Putting all the kids to work in the farm”.<br/><br/>Though I couldn’t relate to Tara on most fronts, I could related to her on lack of common knowledge as she entered her adulthood. Similar to how she did not know what the holocaust was in College, I did not know of Mormon’s until I had met one in my second year of college. The other person looked at me as if I was crazy, and I was really embarrassed. <br/><br/>Most importantly, I must admit that I’m very motivated and driven by Tara’s success. A lot of people the tech industry suffer from imposter’s syndrome, but the mental and inter-personal conflicts that she had to overcome were so much more than that. Having listened to a few of her interviews, she seems like a very intelligent, well-read, respected honest and kind person. I can’t even begin to imagine what it was like to grow up in a family with a bipolar mother, a threatening brother, and unsupportive mother. She somehow managed to overcome and unlearn everything that was enforced onto her throughout childhood.<br/><br/>There were a couple of interesting things I learnt from the book:<br/>1. Midwifing is illegal in the US, but apparently the only option for people without money or insurance. <br/>2. https://en.wikipedia.org/wiki/The_Protocols_of_the_Elders_of_Zion. I simply find this fascinating because of how much it associates with my background (being a Russian Jew) and having never heard of it. It is a fabricated antiseptic text where Jews plan out global domination. I honestly think this could be a great foundation for the plot of a comedic film starring James Franco.<br/>",,,1,0
85519,"In Memory Yet Green: The Autobiography, 1920-1954",Isaac Asimov,"Asimov, Isaac",,"=""038513679X""","=""9780385136792""",0,4.21,"Doubleday & Co. (Garden City, NY)",Hardcover,744,1979,1979,,2020/08/22,to-read,to-read (#46),to-read,,,,0,0
52972202,"Common Sense: The Investor's Guide to Equality, Opportunity, and Growth",Joel Greenblatt,"Greenblatt, Joel",,"=""0231198906""","=""9780231198905""",0,3.70,Columbia Business School Publishing,Hardcover,144,2020,,,2020/08/22,to-read,to-read (#45),to-read,,,,0,0
19207388,"A Summary of Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex by John Gray",Quark Notes,"Notes, Quark",,"=""""","=""""",0,3.98,,Kindle Edition,18,2012,2012,,2020/08/21,to-read,to-read (#44),to-read,,,,0,0
8247775,The Little Book That Still Beats the Market,Joel Greenblatt,"Greenblatt, Joel",Andrew Tobias,"=""0470624159""","=""9780470624159""",4,4.05,John Wiley & Sons,Hardcover,208,2010,2007,,2020/08/08,,,read,,,,1,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",5,4.19,Grand Central Publishing,Hardcover,296,2016,2016,2020/07/10,2020/07/01,,,read,"A concise read with actionable advice, supported by both research and concrete examples, which changed my day-to-day life! I read this book at a time when I was struggling to achieve a deep state of work and am extremely grateful to have come across it. The book provides various techniques to achieve deep work, allowing the reader to “build their own” solution based on their lifestyle and needs. Similar to “Why We Sleep” by Matthew Walker, I would classify this as a must read.<br/><br/>Though I’ve been a lot more organized and cognizant of my time in recent years, I do not believe I’m as productive as I was when I was younger. There is a multitude of factors contributing to this, ranging from the need to always reply to messages or emails at work, the dopamine addiction to check my social media feed, the feeling of checking off tasks on my TODO list, etc… I was a much less experienced software engineer 10 years ago, but the lack of responsibilities, the lack of a smartphone, the lack of perfectionism, and the lack of a TODO list helped me concentrate on work in a much deeper fashion. It really saddens me to have lost that ability.<br/><br/>As an engineer at a large tech company, one of the things I find really frustrating is how shallow work is perceived as “being productive”.  The author mentions Marissa Mayer who once told her employees that if you’re not responding or are not available, then you’re not working. Going to meetings, responding to emails or replying to messages in a timely manner may seem and feel productive, but it rewires the reward function in our brain to favor easy shallow work over difficult deep work. Real impact and change with measurable outcomes can only come out of deep work, and unless you are a high level executive whose responsibility it is to be shallow on many different things, one would simply be lying to themselves by saying they’re productive.<br/><br/>Boredom is okay! I feel that most people, myself included, have grown accustomed to doing something (productive or not) with every passing minute of free time. This may involve replying to a message, checking social media, listening to a podcast or audibook, etc… However, as Newport mentions several times, complete mental downtime is actually conducive to concentration, generating original ideas, reducing stress, and letting the brain recharge for a future session of deep work. Paraphrasing one of his quotes: “Allowing the conscious mind to rest lets the unconscious mind make new ideas - downtime is important and diversified the thought purpose.”<br/><br/>Prior to reading this book, I was a big proponent of the “world hard play hard” idea, but skeptical of the “4-hour work week” concept. I now understand how much they go hand-in hand! I’ve grown accustomed to accept the fact that long hours and weekends are the only way to achieve good results. In reality, 3-4 hours of deep work is more than enough time to achieve good results, and it is difficult to sustain this effort more prolonged periods of time. It is the quality of how we spend our time, and not its quantity. With the exception of real immediate deadlines, 3-4 hour of deep work followed by 2-3 hours of shallow work a day should be more than enough for anyone to finish their job. This leaves a ton of time for hobbies, exercise, games, movies and other activities. The author reiterates this idea many times and highlights how important it is to truly shut down when you shut down, and to truly wire in the you’re working. This isn’t new advice, but Cal Newport did a a great job at conveying this message.<br/><br/>Carl Newport discusses the difference between execution and ideation. When I was young and naive, I used to think that I should keep all my startup ideas to myself in case someone “steals it”. However, I later realized that ideas are a dime a dozen and that execution (combined with some timing and luck) is 1000x more important than the idea itself. In order to execute though, one needs to achieve a state of deep work. This relates to another idea that is implicitly mentioned throughout the book, which is the difference in between aptitude, productivity and output. Newport references a study showing that students who study less actually have better results. He also mentions Joshu Foer, author of Moonwalking with Einstein, as well as a journalist who became the memory champion of the world. In addition to being passionate about memory training, and having an intellectual inclination to it, his ability to stay cognitively concentrated and non-distracted while preparing was his leading indicator to success.<br/><br/>Cal Newport provided many anecdotal examples of various successful individuals through the book. The following are just a few that stood out to me:<br/>- Neil Stephenson, a famous sci-fi author, has famously admitted to being a bad correspondent (https://www.nealstephenson.com/why-i-am-a-bad-correspondent.html) by being non-responsive to email.<br/>- Don Knuth, a renowned Compute Scientist, has famously stopped using email since the early 1990s (https://www-cs-faculty.stanford.edu/~knuth/email.html).<br/>- J.K. Rowling, author of Harry Potter, forced herself to finish the last book by staying at a $1,000/hotel in London.<br/>- Peter Shankman, an entrepreneur and author, flew all the way to Tokyo and back just to grab an espresso in order to finish a draft for a book with a nearing deadline. https://fitproessentials.com/the-4000-round-trip-ticket-to-tokyo/<br/>- Bill Gates, founder of Microsoft, is famous for being a young programming prodigy and a great businessman. However, one of this lesser known qualities is his ability to work intensively and concentrate on one task at time. In particular, he can read fast, retain a lot of that information, and is a big advocate of not multi-tasking.<br/>- Richard Feynman, a renowned physicist, avoided almost all administrative overhead as a professor just so he can concentrate on physics. His excuse is that he is simply not reliable or dependable.<br/>- Tim Ferris, a famous “self-improvement Guru” talks a lot about how important it is to have a sense of urgency and how it is easier to just let bad things happen and move on rather than fixate on them.<br/><br/>There were many concepts and ideas introduced throughout the book, but the following stood out to me personally:<br/>- Artificial deadlines: If there is no external force setting a deadline (presentation, conference, boss, family, etc…), you have to create artificial deadlines and disallow yourself from working outside specific time ranges (i.e. evenings, weekends, etc…).<br/>- Fixed time productivity: Created allocated “work slots” and do not allow yourself to continue working outside of that slow.<br/>- Consolidation: Consolidate related work into batches (day, weeks, etc…) to avoid the cost of context switching.<br/>- Rhythmic Philosophy: Build chains and reward models (e.g. similar to streaks on Snapchat) that’ll reward deep work.<br/>- Offline blocks: If your brain has been re-wired to seek distracting stimuli, you’ll most likely need to create dedicated offline blocks; both during and after work ours.<br/>- Key goals:  Do not start a deep work session without very specific well-defined goals and rules. In order to avoid getting distracted, the tasks should be very well defined ahead of time, and the rules of what’s allowed should be set; for example, whether using Google during that session is okay or not.<br/>- Looping: When you’re not making progress or looking for a distraction, one often starts looping: thinking and trying the same thing over and over even though they’re not getting distracted by other things. It is important to make a note of this and simply move on.<br/>- Attention residue: Multitasking is a myth.<br/>- 4DX: The 4 disciplines include: Focus, Leverage, Engagement and Accountability. A good comparison of OKR and 4DX can be found here: https://www.perdoo.com/resources/okr-vs-4dx<br/><br/>Since reading this book, the following actions have helped me see measurable results in my output:<br/>- Rather than feeling productive by starting my morning with cleaning my inbox, I try to be productive by completing a single difficult time consuming task.<br/>- I make a detailed list of tasks every morning and update it if/as plans change throughout the days. When I finish something, I look at my list and know exactly what to tackle next. It is very important that the tasks are extremely details with well defined outcomes. I also use this document to logs interesting ideas or concepts I came across throughout the day.<br/>- I installed a chrome extension that blocks distracting websites (news, twitter, Facebook, etc…) between 8am and 6pm. I’ve found myself opening those websites on numerous occasions, only to see the blocked page.<br/>- I block out email for the first half of every day so I’m not distracted by incoming messages. Leaving an inbox open, or glancing at it every once in a while can be a short but devastating distraction.<br/>- I block out a 4 hour DNS (Do Not Disturb) period on my work calendar every morning. This helps me avoid meetings from being scheduled over my DNS. I was originally worried other people may find it off-putting that I may not be available or responsive during certain hours, but everyone is very reasonable and understanding as long as you plan accordingly.<br/>- On Weekdays, I turn my phone off between 9am and 5pm.<br/><br/>Fun note: This book was written when Twitter was still running on Ruby on Rails, which really dated it.",,,1,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas","David Chandler, Микола Климчук","=""""","=""""",2,3.95,Random House ,Hardcover,366,2007,2007,2020/07/01,2020/05/04,,,read,"https://www.smbc-comics.com/comic/black-swan<br/><br/>Overall, I’m sorely disappointed by the first Nassim Taleb book I’ve read. The major points made by the book are insightful, but not very cohesive. Interesting examples and anecdotes are interspersed through the book, but most of it feels repetitive and mundane. The only reason I did not stop halfway through is due to the book’s pop culture status, and Taleb’s overall social clout. In retrospect, I believe that some sort of book summary service (i.e. Blinkst) would have served sufficiently well as a replacement for reading this whole book.<br/><br/>With that said, there are still a few interesting points I wanted to recollect….<br/><br/>One of the most profound quotes from the book was: “History and societies do not crawl. They make jumps. They go from fracture to fracture, with a few vibrations in between. Yet we (and historians) like to believe in the predictable, small incremental progression.” I completely agree and believe this couldn’t be closer to the truth, especially during COVID time; ironically he mentioned the impact pandemics could have. Most importantly, I love how much this quote relates to my personal and work life. Day-to-day changes accumulate, but only large jumps (a full weekend of work, a move, a job switch, etc…) make profound and long-lasting changes in my life. This relates to my single favorite piece of “life advice” he provided, which is that extreme short-term stress is much more effective that low long-term stress.<br/><br/>Nassim’s background somewhat reminded me of the first half of Ray Dalio’s Principles. He started as a quant right before the 1987 crash and did well financially. Amusingly, he would tell people he’s a limousine driver to avoid seeming rich, and would frequently tip taxi drivers $100 bills because “money became easy”. I related to his points of avoiding mainstream news or having any faith in the efficient market hypothesis. If anyone is reading this, do you remember how the market went down and then back up on the same pieces of news during the 2016 election?<br/><br/>The concepts of Mediocristan and Extremistan introduced in the book were interesting but reiterated WAY too many times… In Mediocristan, people don’t take risks, progress is not made, and everyone lives by the status quo. In contract, in Extremistan, people see things differently, take risks, make ambitious goals, and lead to change. Formalizing and stating these terms is nice, but they’re quite intuitive and do not need to be re-explained from a hundred different perspectives.<br/><br/>Taleb went into extensive discussion about how experts have a reckless prediction problem, and related it to how biased humans are at estimation. Not many key takeaways, but a few interesting points. Firstly, according to Taleb, almost all economics forecasts are wrong. For example, no one could predict the 6% to 1% change in interest rates in Tokyo in 2000. Another example includes how none of the large American banks were able to predict they would lose their entire investments in South & Central America in the summer of 1992. He also brought up a study of how students who were asked to estimate how long a project would take would were all wrong: optimistic students said 26 days, pessimistic ones said 47, but on average, it took 56 days.<br/><br/>I found his brief discussion of Benoit Mandelbrot very interesting. Mandelbrot was a key individual in linking randomness to geometry and responsible for defining the “seven states of randomness”, which is a fundamental concept of risk analysis, fractals and probability theory. While Mandelbrot was a physicist, he was also very drawn to economics. When asked why that is, he said that it is due to the abundance of data. Even though no one objects to making money, it made me realize why so many other mathematically inclined people (i.e. Ed Thorpe) tend towards the finance industry. It is not just the allure of making money, but also the large amounts of data you can use to build models, do analyses and make predictions.<br/><br/>Interesting concepts:<br/>- Anchoring: A form of cognitive bias where an initial piece of information heavily affects an individual’s future decision making. <br/>- Pascal’s wager: A philosophical argument which posits that humans bet with their lives whether god exists or not.<br/>- Packaging: The process of telling people “this is where your idea works well” instead of “this is where your idea doesn’t work”.<br/>- Kolmogorov theory of turbulence: The idea that a turbulent flow is composed of small eddies.<br/><br/>Interesting points:<br/>- All gamblers have beginner’s luck because they wouldn’t have become gamblers if they weren’t lucky initially.<br/>- Seneca, a well known stoic, was ready to lose everything every day. Supposedly, he calmly committed suicide when ordered to do so by Emperor Nero.<br/>- Some things in nature (i.e. human weight and height) follow Gaussian distributions really well. Others, such as human wealth, aren’t even close<br/>- Luck is underrated in real life and overrated in games of chance. He talked about how two of the biggest financial loses a casino had were due to improperly filed tax forms, and an insurance claim related to a lion attack during a show, neither of which is related to gambling at all.<br/><br/>Interesting quotes:<br/>- “Everyone wants recognition, but we only glorify those who are loud.” - Taleb<br/>- “One death is a tragedy but a million is a statistic.” - Stalin<br/>- “People who worry about pennies instead of dollars are dangerous.” - Taleb",,,1,0
37657335,The Bank Investor's Handbook,Nathan Tobik,"Tobik, Nathan",Kenneth J. Yellen,"=""""","=""""",0,3.74,,Kindle Edition,216,2017,,,2020/07/30,to-read,to-read (#43),to-read,,,,0,0
32792170,No Room for Small Dreams: The Decisions That Made Israel Great,Shimon Peres,"Peres, Shimon",,"=""006268129X""","=""9780062681294""",0,4.53,HarperAudio,Audio,,2017,,,2020/07/15,to-read,to-read (#42),to-read,,,,0,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,"=""1591848148""","=""9781591848141""",0,4.40,Portfolio,Hardcover,328,2017,2017,,2020/07/15,to-read,to-read (#41),to-read,,,,0,0
17397466,An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),Gareth James,"James, Gareth","Daniela Witten, Trevor Hastie, Robert Tibshirani","=""1461471370""","=""9781461471370""",0,4.59,Springer,Hardcover,440,2013,2013,,2020/06/01,to-read,to-read (#40),to-read,,,,0,0
1039776,"60 Hikes Within 60 Miles: San Francisco: Including North Bay, East Bay, Peninsula, and South Bay",Jane Huber,"Huber, Jane",,"=""0897329724""","=""9780897329729""",0,4.22,Menasha Ridge Press,Paperback,302,2007,2003,,2020/06/01,to-read,to-read (#39),to-read,,,,0,0
35612723,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance,Tom  Brady,"Brady, Tom",,"=""""","=""""",0,3.54,Simon & Schuster,Kindle Edition,296,2017,,,2020/05/30,to-read,to-read (#38),to-read,,,,0,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.17,CRC Press,Paperback,376,1997,1996,,2020/05/30,to-read,to-read (#37),to-read,,,,0,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.85,Scholastic Press,Kindle Edition,541,2020,2020,,2020/05/22,to-read,to-read (#36),to-read,,,,0,0
12917506,The Making of Prince of Persia,Jordan Mechner,"Mechner, Jordan",,"=""""","=""""",0,4.04,,Kindle Edition,330,2011,2011,,2020/05/14,to-read,to-read (#35),to-read,,,,0,0
36165638,"Game Engine Black Book, Wolfenstein 3D",Fabien Sanglard,"Sanglard, Fabien",,"=""""","=""""",0,4.47,,Hardcover,315,2017,2017,,2020/05/14,to-read,to-read (#34),to-read,,,,0,0
